date,user_submitted_review,title,total_purchased,customer_type
7/29/19,Awesome!,Fundamentals of R For Beginners,3,Business
2004-03-19,I learned a lot,Fundamentals of R For Beginners,2,Individual
2005-04-19,Never read a better book,R vs Python: An Essay,2,Individual
6/22/19,Hated it,R For Dummies,5,Business
2011-02-19,Hated it,Secrets Of R For Advanced Students,4,Business
3/25/19,A lot of material was not needed,Fundamentals of R For Beginners,2,Business
11/23/19,Awesome!,Secrets Of R For Advanced Students,NA,Business
11/23/19,it was okay,R For Dummies,6,Individual
7/21/19,NA,R For Dummies,2,Business
12/24/19,OK,R vs Python: An Essay,2,Individual
10/13/19,OK,R For Dummies,7,Individual
6/23/19,,Secrets Of R For Advanced Students,5,Business
11/18/19,Would not recommend,R vs Python: An Essay,2,Individual
2005-04-19,I learned a lot,Fundamentals of R For Beginners,4,Business
9/30/19,Hated it,Fundamentals of R For Beginners,3,Business
2008-07-19,NA,R For Dummies,3,Individual
2008-05-19,A lot of material was not needed,R For Dummies,3,Business
6/24/19,it was okay,R For Dummies,5,Business
3/26/19,Hated it,Secrets Of R For Advanced Students,4,Individual
2010-04-19,,Fundamentals of R For Beginners,4,Individual
10/15/19,The author's other books were better,R For Dummies,NA,Business
2007-03-19,,Secrets Of R For Advanced Students,4,Business
2012-07-19,A lot of material was not needed,Fundamentals of R For Beginners,5,Business
7/15/19,The author's other books were better,Fundamentals of R For Beginners,6,Business
8/21/19,I learned a lot,R For Dummies,1,Individual
2004-12-19,,R For Dummies,7,Individual
2/14/19,Hated it,R vs Python: An Essay,5,Business
1/15/19,I learned a lot,Fundamentals of R For Beginners,2,Business
5/31/19,Would not recommend,R For Dummies,3,Individual
9/16/19,The author's other books were better,R vs Python: An Essay,5,Business
7/20/19,Never read a better book,Secrets Of R For Advanced Students,8,Business
12/15/19,A lot of material was not needed,Fundamentals of R For Beginners,NA,Individual
10/13/19,OK,Fundamentals of R For Beginners,3,Individual
6/22/19,,R For Dummies,3,Individual
2006-05-19,Awesome!,Top 10 Mistakes R Beginners Make,6,Individual
2002-07-19,A lot of material was not needed,R For Dummies,2,Business
2007-05-19,NA,R vs Python: An Essay,4,Business
2005-06-19,Would not recommend,Fundamentals of R For Beginners,NA,Business
2011-01-19,Awesome!,R For Dummies,3,Business
2009-04-19,I learned a lot,Fundamentals of R For Beginners,7,Individual
2004-03-19,A lot of material was not needed,Fundamentals of R For Beginners,6,Individual
2007-04-19,,R vs Python: An Essay,NA,Business
2011-02-19,,R For Dummies,5,Business
12/28/19,Would not recommend,Secrets Of R For Advanced Students,NA,Business
2008-06-19,Hated it,R For Dummies,2,Individual
9/17/19,A lot of material was not needed,Fundamentals of R For Beginners,4,Individual
5/25/19,I learned a lot,Secrets Of R For Advanced Students,2,Business
2006-11-19,Would not recommend,Fundamentals of R For Beginners,5,Business
2007-08-19,Would not recommend,Fundamentals of R For Beginners,NA,Business
1/16/19,Hated it,Secrets Of R For Advanced Students,4,Business
11/18/19,A lot of material was not needed,R For Dummies,1,Business
3/23/19,it was okay,R For Dummies,1,Individual
1/23/19,,Secrets Of R For Advanced Students,6,Business
3/27/19,Never read a better book,Fundamentals of R For Beginners,4,Business
2006-11-19,NA,R For Dummies,2,Business
5/16/19,Awesome!,R vs Python: An Essay,NA,Business
2012-12-19,Awesome!,Fundamentals of R For Beginners,3,Business
1/18/19,A lot of material was not needed,R vs Python: An Essay,11,Business
2002-03-19,NA,R For Dummies,7,Individual
11/23/19,Hated it,R For Dummies,NA,Business
12/31/19,Hated it,R vs Python: An Essay,2,Individual
10/18/19,I learned a lot,R For Dummies,6,Business
11/15/19,A lot of material was not needed,Fundamentals of R For Beginners,3,Business
2/27/19,Hated it,Secrets Of R For Advanced Students,5,Business
10/24/19,Hated it,Fundamentals of R For Beginners,2,Business
1/23/19,I learned a lot,R vs Python: An Essay,6,Business
2011-04-19,,Fundamentals of R For Beginners,4,Business
2006-10-19,Awesome!,R For Dummies,NA,Individual
2010-07-19,it was okay,R vs Python: An Essay,4,Business
2009-07-19,Hated it,R For Dummies,7,Business
2012-12-19,it was okay,R vs Python: An Essay,4,Business
10/21/19,I learned a lot,Secrets Of R For Advanced Students,NA,Business
9/19/19,NA,R vs Python: An Essay,7,Business
4/14/19,it was okay,R vs Python: An Essay,NA,Business
4/14/19,OK,Fundamentals of R For Beginners,3,Business
5/13/19,A lot of material was not needed,Fundamentals of R For Beginners,2,Individual
4/13/19,The author's other books were better,R For Dummies,7,Business
5/18/19,Would not recommend,R For Dummies,2,Individual
2001-02-19,Never read a better book,R For Dummies,4,Business
8/23/19,I learned a lot,R For Dummies,NA,Business
7/21/19,I learned a lot,Top 10 Mistakes R Beginners Make,3,Individual
4/15/19,it was okay,Fundamentals of R For Beginners,7,Individual
2012-10-19,OK,Secrets Of R For Advanced Students,1,Business
2005-04-19,,R For Dummies,4,Business
11/27/19,Never read a better book,R vs Python: An Essay,2,Individual
2/19/19,Awesome!,R For Dummies,4,Business
2005-02-19,,Secrets Of R For Advanced Students,6,Business
12/13/19,Would not recommend,Fundamentals of R For Beginners,3,Individual
2012-07-19,Hated it,Fundamentals of R For Beginners,1,Business
2007-06-19,it was okay,Secrets Of R For Advanced Students,0,Individual
11/20/19,Would not recommend,Fundamentals of R For Beginners,6,Business
2008-02-19,Never read a better book,R vs Python: An Essay,7,Business
2002-05-19,OK,R For Dummies,5,Business
2009-01-19,NA,Fundamentals of R For Beginners,4,Individual
8/31/19,OK,Fundamentals of R For Beginners,4,Business
2004-08-19,OK,R For Dummies,3,Individual
5/22/19,A lot of material was not needed,Fundamentals of R For Beginners,NA,Individual
2007-04-19,Never read a better book,Secrets Of R For Advanced Students,6,Individual
3/14/19,Would not recommend,Top 10 Mistakes R Beginners Make,2,Business
3/16/19,,Fundamentals of R For Beginners,5,Individual
2/18/19,Never read a better book,R vs Python: An Essay,3,Business
2009-08-19,Would not recommend,R vs Python: An Essay,3,Business
5/18/19,Hated it,R For Dummies,2,Business
2007-07-19,I learned a lot,Fundamentals of R For Beginners,1,Business
4/19/19,The author's other books were better,R For Dummies,NA,Individual
8/25/19,The author's other books were better,Fundamentals of R For Beginners,6,Business
2001-03-19,The author's other books were better,R For Dummies,1,Individual
6/24/19,Awesome!,R For Dummies,2,Individual
5/17/19,NA,R For Dummies,5,Business
2004-06-19,,Fundamentals of R For Beginners,3,Business
2011-11-19,Never read a better book,Fundamentals of R For Beginners,4,Individual
2012-12-19,I learned a lot,R For Dummies,4,Business
6/23/19,,R For Dummies,6,Individual
5/23/19,I learned a lot,R For Dummies,3,Business
8/24/19,,R For Dummies,7,Business
2008-01-19,I learned a lot,Fundamentals of R For Beginners,2,Individual
2006-11-19,OK,Fundamentals of R For Beginners,4,Business
2001-03-19,I learned a lot,Fundamentals of R For Beginners,4,Business
10/20/19,Hated it,Fundamentals of R For Beginners,2,Business
11/26/19,Never read a better book,Fundamentals of R For Beginners,8,Business
2009-03-19,A lot of material was not needed,Fundamentals of R For Beginners,6,Individual
2008-04-19,OK,R For Dummies,2,Business
8/25/19,OK,R vs Python: An Essay,4,Business
10/25/19,Never read a better book,Secrets Of R For Advanced Students,NA,Business
4/24/19,OK,R For Dummies,4,Individual
1/21/19,it was okay,Fundamentals of R For Beginners,3,Business
2001-04-19,The author's other books were better,R vs Python: An Essay,3,Individual
12/18/19,Never read a better book,Secrets Of R For Advanced Students,NA,Business
2003-01-19,OK,R vs Python: An Essay,3,Business
2010-09-19,A lot of material was not needed,Fundamentals of R For Beginners,3,Individual
12/22/19,,Fundamentals of R For Beginners,NA,Individual
2009-02-19,Hated it,Secrets Of R For Advanced Students,4,Business
1/26/19,A lot of material was not needed,Fundamentals of R For Beginners,NA,Business
2004-05-19,Never read a better book,Fundamentals of R For Beginners,4,Business
2006-04-19,I learned a lot,R For Dummies,3,Business
4/21/19,Hated it,R vs Python: An Essay,5,Business
10/30/19,I learned a lot,R For Dummies,NA,Business
2004-06-19,,Fundamentals of R For Beginners,1,Business
10/20/19,Never read a better book,Fundamentals of R For Beginners,3,Business
6/18/19,The author's other books were better,Fundamentals of R For Beginners,2,Business
2012-01-19,OK,Fundamentals of R For Beginners,5,Individual
6/29/19,,Fundamentals of R For Beginners,5,Individual
2009-02-19,The author's other books were better,R For Dummies,3,Business
2011-05-19,The author's other books were better,R vs Python: An Essay,6,Business
7/28/19,Never read a better book,Fundamentals of R For Beginners,5,Individual
7/27/19,Never read a better book,Fundamentals of R For Beginners,3,Individual
2002-12-19,Awesome!,R For Dummies,3,Business
2011-09-19,I learned a lot,R vs Python: An Essay,5,Individual
2008-10-19,Never read a better book,R vs Python: An Essay,4,Business
2010-07-19,OK,R For Dummies,2,Business
8/22/19,The author's other books were better,R For Dummies,6,Individual
2010-12-19,Would not recommend,R vs Python: An Essay,2,Individual
2011-11-19,Never read a better book,Fundamentals of R For Beginners,6,Business
12/24/19,Would not recommend,R vs Python: An Essay,1,Business
2001-09-19,NA,Fundamentals of R For Beginners,NA,Business
7/29/19,OK,Secrets Of R For Advanced Students,NA,Business
2/22/19,The author's other books were better,Fundamentals of R For Beginners,5,Business
5/24/19,I learned a lot,Fundamentals of R For Beginners,2,Business
10/28/19,Never read a better book,Fundamentals of R For Beginners,7,Business
7/20/19,,R vs Python: An Essay,6,Individual
2/23/19,Hated it,Secrets Of R For Advanced Students,3,Business
11/14/19,The author's other books were better,R For Dummies,1,Business
3/26/19,OK,Top 10 Mistakes R Beginners Make,4,Business
5/30/19,Never read a better book,R For Dummies,4,Individual
1/29/19,,R vs Python: An Essay,5,Individual
7/18/19,Awesome!,Fundamentals of R For Beginners,2,Individual
2012-02-19,Awesome!,Fundamentals of R For Beginners,NA,Business
2005-12-19,The author's other books were better,R For Dummies,3,Individual
3/24/19,,R vs Python: An Essay,2,Business
7/27/19,A lot of material was not needed,Fundamentals of R For Beginners,7,Business
2004-07-19,OK,R vs Python: An Essay,NA,Business
10/26/19,NA,R For Dummies,2,Individual
6/30/19,Awesome!,Fundamentals of R For Beginners,4,Business
4/22/19,The author's other books were better,Secrets Of R For Advanced Students,5,Business
2001-01-19,A lot of material was not needed,R vs Python: An Essay,NA,Business
2010-01-19,Would not recommend,Top 10 Mistakes R Beginners Make,3,Business
5/19/19,I learned a lot,Secrets Of R For Advanced Students,7,Individual
2001-09-19,OK,Fundamentals of R For Beginners,NA,Individual
6/13/19,Hated it,R For Dummies,2,Business
9/15/19,OK,R vs Python: An Essay,NA,Individual
4/30/19,Would not recommend,R For Dummies,NA,Business
7/14/19,OK,R For Dummies,NA,Individual
2004-09-19,Would not recommend,Fundamentals of R For Beginners,3,Business
2007-12-19,Would not recommend,Fundamentals of R For Beginners,NA,Individual
2003-11-19,Awesome!,Fundamentals of R For Beginners,5,Business
5/26/19,it was okay,Fundamentals of R For Beginners,5,Business
5/17/19,The author's other books were better,Fundamentals of R For Beginners,NA,Business
2008-08-19,OK,R For Dummies,NA,Business
7/19/19,OK,Secrets Of R For Advanced Students,5,Individual
5/14/19,I learned a lot,R vs Python: An Essay,4,Individual
2/28/19,NA,R For Dummies,4,Business
2010-05-19,OK,R For Dummies,3,Business
2008-08-19,The author's other books were better,Fundamentals of R For Beginners,5,Individual
12/23/19,Would not recommend,R For Dummies,6,Business
12/16/19,The author's other books were better,R For Dummies,2,Individual
5/19/19,Awesome!,R For Dummies,8,Business
2010-02-19,The author's other books were better,Fundamentals of R For Beginners,NA,Individual
12/31/19,Awesome!,R For Dummies,11,Business
10/29/19,,Secrets Of R For Advanced Students,10,Individual
2012-10-19,Hated it,R For Dummies,6,Individual
12/27/19,Hated it,Fundamentals of R For Beginners,10,Individual
2004-12-19,The author's other books were better,Fundamentals of R For Beginners,2,Business
11/18/19,,R For Dummies,4,Individual
9/17/19,A lot of material was not needed,Fundamentals of R For Beginners,4,Individual
6/26/19,Never read a better book,Fundamentals of R For Beginners,8,Business
8/24/19,it was okay,Secrets Of R For Advanced Students,7,Business
10/27/19,Would not recommend,R vs Python: An Essay,6,Business
2004-07-19,OK,Secrets Of R For Advanced Students,2,Business
3/22/19,The author's other books were better,Fundamentals of R For Beginners,2,Business
1/28/19,I learned a lot,Fundamentals of R For Beginners,6,Business
2004-07-19,The author's other books were better,Fundamentals of R For Beginners,7,Business
2009-02-19,Would not recommend,Secrets Of R For Advanced Students,4,Business
12/16/19,The author's other books were better,Fundamentals of R For Beginners,1,Business
4/18/19,Never read a better book,Fundamentals of R For Beginners,NA,Individual
7/28/19,Hated it,Secrets Of R For Advanced Students,6,Business
9/22/19,A lot of material was not needed,Secrets Of R For Advanced Students,0,Business
8/18/19,Never read a better book,R For Dummies,5,Business
1/19/19,OK,R For Dummies,1,Business
2010-04-19,it was okay,R vs Python: An Essay,2,Business
1/24/19,NA,R For Dummies,7,Business
3/16/19,Awesome!,Fundamentals of R For Beginners,NA,Business
11/15/19,Never read a better book,Secrets Of R For Advanced Students,3,Individual
2004-05-19,NA,R For Dummies,4,Business
12/25/19,I learned a lot,Secrets Of R For Advanced Students,2,Business
2005-01-19,Awesome!,R For Dummies,2,Business
9/14/19,Awesome!,R For Dummies,5,Business
2/18/19,it was okay,R For Dummies,5,Individual
2002-09-19,I learned a lot,R vs Python: An Essay,3,Business
4/22/19,Would not recommend,R For Dummies,6,Business
8/20/19,Never read a better book,Secrets Of R For Advanced Students,3,Individual
12/23/19,OK,Secrets Of R For Advanced Students,7,Business
6/29/19,Hated it,R For Dummies,4,Business
11/29/19,A lot of material was not needed,R For Dummies,NA,Business
2003-10-19,Would not recommend,R For Dummies,3,Individual
7/18/19,it was okay,Fundamentals of R For Beginners,4,Individual
8/18/19,OK,Fundamentals of R For Beginners,6,Business
6/17/19,Awesome!,Top 10 Mistakes R Beginners Make,4,Business
9/14/19,Never read a better book,Fundamentals of R For Beginners,4,Individual
4/14/19,The author's other books were better,R vs Python: An Essay,7,Business
4/20/19,Would not recommend,R For Dummies,6,Business
10/25/19,Hated it,Fundamentals of R For Beginners,7,Business
2008-09-19,Awesome!,R vs Python: An Essay,6,Business
6/22/19,Would not recommend,Fundamentals of R For Beginners,6,Business
8/22/19,Hated it,Fundamentals of R For Beginners,6,Business
2011-12-19,Would not recommend,R For Dummies,5,Business
6/25/19,Awesome!,Fundamentals of R For Beginners,5,Business
2003-06-19,Awesome!,R For Dummies,7,Individual
5/23/19,Never read a better book,R vs Python: An Essay,4,Business
2006-09-19,Awesome!,Fundamentals of R For Beginners,NA,Business
4/17/19,Hated it,Top 10 Mistakes R Beginners Make,2,Business
